	1	3	17	22	39	54	56	5	11	29	40	24	36	13	38	19	2	6	9	10	14	18	28	20	31	25	43	23	37	33	4	7	15	21	32	8	16	26	34	12	max_id	max_norm	cohort
C04OV037	True	False						True	False			True	True																												1	0.15874927	OV
C3L.02665	True	False						True	False			True	True																												12	0.23637226	LSCC
C3N.01349.T	True	False						True	False			True	True																												1	0.19171043	UCEC
C3N.02588	True	False						True	False			True	True																												27	0.1485086	LUAD
C3L.02968	True	False						True	False			True	True																												31	0.13991585	LSCC
C3N.01346.T	True	False						True	False			True	True																												1	0.21099156	UCEC
C3N.02010.T	False																True	False												False											19	0.23079409	PDAC
C3N.03888	False																True	False												False											8	0.2540014	HNSCC
C3L.01031.T	False																True	False												False											19	0.33146182	PDAC
C3L.03630.T	False																True	False												False											19	0.33306804	PDAC
C3N.00511.T	False																True	False												False											19	0.3314637	PDAC
C3N.03839.T	False																True	False												False											19	0.24813403	PDAC
C3N.03665.T	False																True	False												False											19	0.25286874	PDAC
C3N.04126.T	False																True	False												False											19	0.22640662	PDAC
C3L.02118.T	False																True	False												False											19	0.24628782	PDAC
C3L.02463.T	False																True	False												False											19	0.30499873	PDAC
C3L.02897.T	False																True	False												False											19	0.25689024	PDAC
C3N.00249.T	False																True	False												False											19	0.44413233	PDAC
C3N.01167.T	False																True	False												False											19	0.33553383	PDAC
C3L.04479.T	False																True	False												False											19	0.29610887	PDAC
C3N.03439.T	False																True	False												False											19	0.418334	PDAC
C3L.04791	False																True	False												False											19	0.17754523	HNSCC
C3L.02610.T	False																True	False												False											19	0.31117505	PDAC
C3N.03173.T	False																True	False												False											19	0.23323436	PDAC
C3N.02589.T	False																True	False												False											19	0.299738	PDAC
C3N.03006.T	False																True	False												False											19	0.27398401	PDAC
C3L.00589.T	False																True	False												False											19	0.28734383	PDAC
C3N.03086.T	False																True	False												False											19	0.3326167	PDAC
C3N.03780.T	False																True	False												False											19	0.41888964	PDAC
C3N.03853.T	False																True	False												True											19	0.26551846	PDAC
C3N.00516.T	False																True	False												True											19	0.3589371	PDAC
C3N.02579.T	False																True	False												True											19	0.29055378	PDAC
C3L.03743.T	False																True	False												True											19	0.40212485	PDAC
C3L.02809.T	False																True	False												True											19	0.42405576	PDAC
C3N.03666.T	False																True	False												True											19	0.45257562	PDAC
C3L.02109.T	False																True	False												True											19	0.43897462	PDAC
C3L.04475.T	False																True	False												True											19	0.4380427	PDAC
C3L.02899.T	False																True	False												True											19	0.36620295	PDAC
C3N.04282.T	False																True	False												True											19	0.34331974	PDAC
C3N.00518.T	False																True	False												True											19	0.35573745	PDAC
C3N.01383.T	False																True	False												True											19	0.3417555	PDAC
C3N.03000.T	False																True	False												True											24	0.35712478	PDAC
C3N.01375.T	False																True	False												True											19	0.35158986	PDAC
C3N.03007.T	False																True	False												True											19	0.37916094	PDAC
C3L.00277.T	False																True	False												True											19	0.3335184	PDAC
C3L.03635.T	False																True	False												True											19	0.37154508	PDAC
C3N.02573.T	False																True	False												True											19	0.33149818	PDAC
C3L.00599.T	False																True	False												True											19	0.25535876	PDAC
C3L.00017.T	False																True	False												True											19	0.38252667	PDAC
C3N.02585.T	False																True	False												True											19	0.34809536	PDAC
C3N.00514.T	False																True	False												True											19	0.2759906	PDAC
C3L.01453.T	False																True	False												True											19	0.342544	PDAC
C3N.02592.T	False																True	False												True											19	0.31063423	PDAC
C3N.02971.T	False																True	False												True											19	0.34787795	PDAC
C3L.02116.T	False																True	False												True											19	0.2829958	PDAC
C3L.01703.T	False																True	False												True											19	0.41516718	PDAC
C3L.03356.T	False																True	False												True											19	0.47090915	PDAC
C3L.04848.T	False																True	False												True											19	0.4112111	PDAC
C3N.02675	False																True	True	False									True													7	0.24450295	LSCC
C3N.03848	False																True	True	False									True													7	0.25900558	LSCC
C3L.01455	False																True	True	False									True													23	0.3577979	LSCC
C3N.02727	False																True	True	False									True													23	0.38584703	HNSCC
C3N.03424	False																True	True	False									True													23	0.41253373	LSCC
C3L.00923	False																True	True	False									True													23	0.29619983	LSCC
C3L.02350	False																True	True	False									True													23	0.2580321	LUAD
C3N.01851	False																True	True	False									True													23	0.198442	GBM
C3N.01334	False																True	True	False									True													23	0.1787268	GBM
C3N.01893	False																True	True	False									True													23	0.22330847	LSCC
C3L.02629	False																True	True	False									True													23	0.22905004	LSCC
C3N.04611	False																True	True	False									True													27	0.159985	HNSCC
C3L.00973	False																True	True	False									True													23	0.2810692	LUAD
C3N.04277	False																True	True	False									True													23	0.25416964	HNSCC
C17OV013	False																True	True	False									True													23	0.28761983	OV
C3L.00412	False																True	True	False									True													23	0.29053465	LUAD
C3L.02130	False																True	True	False									True													23	0.24321117	LSCC
C3L.01312.T	False																True	True	False									True													23	0.33858806	UCEC
C3L.02650	False																True	True	False									True													23	0.3834978	LSCC
C3L.00449.T	False																True	True	False									True													23	0.37057507	UCEC
C3L.00780.T	False																True	True	False									True													23	0.36952096	UCEC
C3L.00263	False																True	True	False									True													23	0.2945783	LUAD
C3L.02170	False																True	True	False									True													23	0.30141664	LSCC
C3N.04127	False																True	True	False									True													23	0.25772914	LSCC
C3L.02648	False																True	True	False									True													23	0.4243696	LSCC
C3L.02549	False																True	True	False									True													23	0.49907753	LUAD
C3N.00959	False																True	True	False									True													23	0.41182068	LUAD
C3L.01632	False																True	True	False									True													29	0.20884363	LUAD
C3L.01890	False																True	True	False									True													6	0.15663104	LUAD
C3L.01682	False																True	True	False									False	True												18	0.40689453	LUAD
C3N.00293	False																True	True	False									False	True												18	0.4100331	LUAD
C3L.00893	False																True	True	False									False	True												18	0.3524945	LUAD
C3N.00223	False																True	True	False									False	True												18	0.40607417	LUAD
C3N.02002	False																True	True	False									False	True												18	0.3990931	LUAD
C3N.02380	False																True	True	False									False	True												18	0.43253705	LUAD
C3L.00368	False																True	True	False									False	True												18	0.46792498	LUAD
C3L.01330	False																True	True	False									False	True												18	0.5108428	LUAD
C3N.02000	False																True	True	False									False	True												18	0.42177215	LUAD
C3N.02433	False																True	True	False									False	True												18	0.42729655	LUAD
C3N.00167	False																True	True	False									False	True												18	0.346439	LUAD
C3N.02067	False																True	True	False									False	True												18	0.36544314	LUAD
C3N.02582	False																True	True	False									False	True												18	0.30478564	LUAD
C3L.00001	False																True	True	False									False	True												24	0.2880477	LUAD
C3N.02421	False																True	True	False									False	True												18	0.37325132	LUAD
C3N.01021	False																True	True	False									False	True												18	0.32327843	LUAD
C3N.02729	False																True	True	False									False	True												18	0.2864078	LUAD
C3N.00307	False																True	True	False									False	False												27	0.1874879	HNSCC
C3N.01945	False																True	True	False									False	False												27	0.20379537	HNSCC
C3L.00942.T	False																True	True	False									False	False												23	0.18007135	UCEC
C3N.03211.T	False																True	True	False									False	False												22	0.17092142	PDAC
C3N.00198.T	False																True	True	False									False	False												19	0.23433414	PDAC
C3N.00519	False																True	True	False									False	False												23	0.17118679	HNSCC
C3N.01217.T	False																True	True	False									False	False												14	0.1687987	UCEC
C3N.01267.T	False																True	True	False									False	False												16	0.17288534	UCEC
C3L.00932.T	False																True	True	False									False	False												14	0.2056256	UCEC
C3L.00769.T	False																True	True	False									False	False												23	0.1993898	UCEC
C3L.00961.T	False																True	True	False									False	False												23	0.21213931	UCEC
C3L.01687.T	False																True	True	False									False	False												2	0.26046425	PDAC
C3N.03028	False																True	True	False									False	False												10	0.26944068	HNSCC
C3N.00704	False																True	True	False									False	False												31	0.17136753	LUAD
C3N.02285	False																True	True	False									False	False												31	0.18581437	LSCC
C3L.00422	False																True	True	False									False	False												23	0.18195674	LUAD
C3N.03441	False																True	True	False									False	False												23	0.19576992	LSCC
C3N.00572	False																True	True	False									False	False												23	0.2136409	LUAD
C3N.02587	False																True	True	False									False	False												18	0.24554431	LUAD
C3N.02422	False																True	True	False									False	False												23	0.21332373	LUAD
C3L.01889	False																True	True	False									False	False												18	0.23289886	LUAD
C3N.02586	False																True	True	False									False	False												18	0.28156716	LUAD
C3L.02219	False																True	True	False									False	False												18	0.1307903	LUAD
C3N.01413	False																True	True	False									False	False												18	0.19351135	LUAD
C3L.00093	False																True	True	False									False	False												31	0.14501627	LUAD
C3N.02572	False																True	True	False									False	False												18	0.2013219	LUAD
C3L.00136.T	False																True	True	False									False	False												16	0.24106215	UCEC
C3L.01304.T	False																True	True	False									False	False												16	0.22433294	UCEC
C3L.00145.T	False																True	True	False									False	False												17	0.14620359	UCEC
C3L.00606	False																True	True	False									False	False												16	0.17973791	CCRCC
C3N.00175	False																True	True	False									False	False												18	0.1655994	LUAD
C3N.00199	False																True	True	False									False	False												18	0.23222929	LUAD
C3L.01282.T	False																True	True	False									False	False												18	0.19424732	UCEC
C3N.00337.T	False																True	True	False									False	False												18	0.15521237	UCEC
C3L.02348	False																True	True	False									False	False												18	0.30501607	LUAD
C3N.01799	False																True	True	False									False	False												18	0.22283012	LUAD
C3L.01924	False																True	True	False									False	False												18	0.27604538	LUAD
C3N.03092	False																True	True	False									False	False												18	0.24205488	LSCC
C01OV023	False																True	True	True	False							True														30	0.12675753	OV
C16CO006	False																True	True	True	False							True														24	0.13243447	COAD
C11CO047	False																True	True	True	False							True														24	0.233393	COAD
C22CO006	False																True	True	True	False							True														7	0.22723003	COAD
C11CO070	False																True	True	True	False							True														24	0.27986485	COAD
X18BR002	False																True	True	True	False							True														24	0.2874262	BRCA
C04OV045	False																True	True	True	False							True														24	0.24273705	OV
C11CO021	False																True	True	True	False							True														24	0.24014282	COAD
C04OV012	False																True	True	True	False							True														24	0.24594118	OV
C17OV014	False																True	True	True	False							True														24	0.1898294	OV
C01OV007	False																True	True	True	False							True														24	0.26309353	OV
C04OV005	False																True	True	True	False							True														24	0.22416656	OV
C04OV018	False																True	True	True	False							True														22	0.19202097	OV
C11CO045	False																True	True	True	False							True														24	0.14190324	COAD
C01OV018	False																True	True	True	False							True														22	0.13683991	OV
C04OV021	False																True	True	True	False							True														22	0.13983193	OV
C04OV028	False																True	True	True	False							True														24	0.2926001	OV
C04OV055	False																True	True	True	False							True														24	0.21569535	OV
C17OV018	False																True	True	True	False							True														24	0.18419705	OV
C01OV041	False																True	True	True	False							True														24	0.22236012	OV
C14OV011	False																True	True	True	False							True														24	0.26764807	OV
C3L.02951	False																True	True	True	False							False														24	0.23824556	LSCC
C3N.01340	False																True	True	True	False							False														24	0.2899825	HNSCC
C3N.01758	False																True	True	True	False							False														24	0.20446447	HNSCC
C3L.00999	False																True	True	True	False							False														24	0.18701851	HNSCC
C3L.02546	False																True	True	True	False							False														24	0.25415662	LSCC
C3N.02426	False																True	True	True	False							False														24	0.3633465	LSCC
C3N.04119.T	False																True	True	True	False							False														24	0.32069048	PDAC
C3L.00103	False																True	True	True	False							False														31	0.13102305	CCRCC
C3L.00009	False																True	True	True	False							False														24	0.17839703	LUAD
C3L.01663	False																True	True	True	False							False														24	0.19872822	LSCC
C3L.00279	False																True	True	True	False							False														24	0.27250093	LUAD
C04OV049	False																True	True	True	False							False														24	0.2611207	OV
C3L.00995	False																True	True	True	False							False														24	0.37952113	HNSCC
C3N.02289	False																True	True	True	False							False														24	0.3694024	LSCC
C3N.03781	False																True	True	True	False							False														24	0.38329682	HNSCC
X05BR005	False																True	True	True	False							False														24	0.30730078	BRCA
X11BR055	False																True	True	True	False							False														24	0.35754833	BRCA
X01BR033	False																True	True	True	False							False														24	0.2233414	BRCA
X03BR013	False																True	True	True	False							False														22	0.18887061	BRCA
C3N.02339	False																True	True	True	False							False														24	0.2674668	LSCC
C3L.01838	False																True	True	True	False							False														24	0.36521694	LSCC
C3L.02552	False																True	True	True	False							False														24	0.30092126	LSCC
X11BR014	False																True	True	True	False							False														24	0.3299485	BRCA
C3L.02345	False																True	True	True	False							False														11	0.36668175	LUAD
C3N.00149	False																True	True	True	False							False														24	0.23217161	CCRCC
C3N.03008	False																True	True	True	False							False														24	0.26405463	HNSCC
C3L.04391	False																True	True	True	False							False														24	0.37959072	LSCC
C3N.00211	False																True	True	True	False							False														24	0.29355946	LSCC
C3L.00625.T	False																True	True	True	False							False														28	0.19815688	PDAC
C3N.03069.T	False																True	True	True	False							False														24	0.36591485	PDAC
C3L.00568	False																True	True	True	True	False			True	False																6	0.18979482	LSCC
C3L.02669	False																True	True	True	True	False			True	False																24	0.25543374	LSCC
C3N.02435	False																True	True	True	True	False			True	False																24	0.19437999	LSCC
X11LU013	False																True	True	True	True	False			True	False																24	0.15508842	LUAD
C3N.00200.T	False																True	True	True	True	False			True	False																28	0.12384334	UCEC
MB278_GR3	False																True	True	True	True	False			True	False																28	0.16966917	MEDUL
C3L.03395.T	False																True	True	True	True	False			True	False																28	0.16891275	PDAC
C3L.02963	False																True	True	True	True	False			True	False																7	0.18723467	LSCC
C3N.01072	False																True	True	True	True	False			True	False																24	0.21751203	LUAD
X11BR056	False																True	True	True	True	False			True	False																24	0.1422385	BRCA
C3N.00556	False																True	True	True	True	False			True	False																12	0.22814244	LUAD
C3N.02423	False																True	True	True	True	False			True	False																12	0.2227961	LUAD
C05CO015	False																True	True	True	True	False			True	False																7	0.19872548	COAD
C11CO018	False																True	True	True	True	False			True	False																7	0.13495773	COAD
C3L.00904	False																True	True	True	True	False			True	False																12	0.18555535	LSCC
X11LU016	False																True	True	True	True	False			True	False																6	0.21865106	LUAD
C3N.00546	False																True	True	True	True	False			True	False																6	0.2075968	LUAD
C3N.01488	False																True	True	True	True	False			True	False																6	0.18634368	LUAD
C3N.01489	False																True	True	True	True	False			True	False																28	0.18740372	LUAD
C3N.00551	False																True	True	True	True	False			True	False																12	0.25317895	LUAD
C3N.01030	False																True	True	True	True	False			True	False																12	0.26822641	LUAD
C3N.00203	False																True	True	True	True	False			True	False																12	0.25613785	LUAD
C3N.02087	False																True	True	True	True	False			True	False																12	0.28218412	LUAD
C3N.00871	False																True	True	True	True	False			True	True																24	0.16441326	HNSCC
C3N.03488	False																True	True	True	True	False			True	True																24	0.26954797	HNSCC
C3N.00857	False																True	True	True	True	False			True	True																24	0.20698498	HNSCC
C3N.02523	False																True	True	True	True	False			True	True																29	0.20703179	LSCC
C3N.01752	False																True	True	True	True	False			True	True																12	0.21796794	HNSCC
C3N.01754	False																True	True	True	True	False			True	True																12	0.23008576	HNSCC
C3L.02358	False																True	True	True	True	False			True	True																20	0.1736843	LSCC
C3N.02300	False																True	True	True	True	False			True	True																31	0.14636955	LSCC
C17OV039	False																True	True	True	True	False			True	True																24	0.1959805	OV
X11BR028	False																True	True	True	True	False			True	True																16	0.15187305	BRCA
C04OV013	False																True	True	True	True	False			True	True																24	0.20191355	OV
C11CO019	False																True	True	True	True	False			True	True																24	0.2850985	COAD
X18BR006	False																True	True	True	True	False			True	True																24	0.21077926	BRCA
C04OV023	False																True	True	True	True	False			True	True																24	0.1670099	OV
C04OV033	False																True	True	True	True	False			True	True																24	0.2387819	OV
C11CO077	False																True	True	True	True	False			True	True																24	0.20218271	COAD
C04OV031	False																True	True	True	True	False			True	True																24	0.13097653	OV
C04OV039	False																True	True	True	True	False			True	True																24	0.14682004	OV
C05CO006	False																True	True	True	True	False			True	True																4	0.16057561	COAD
X22BR005	False																True	True	True	True	False			True	True																13	0.12960681	BRCA
C04OV001	False																True	True	True	True	False			True	True																12	0.1560029	OV
C04OV058	False																True	True	True	True	False			True	True																1	0.108085215	OV
C01OV047	False																True	True	True	True	False			True	True																24	0.12945062	OV
C02OV005	False																True	True	True	True	False			True	True																24	0.12647627	OV
C11CO022	False																True	True	True	True	False			True	True																33	0.19939157	COAD
C11CO053	False																True	True	True	True	False			True	True																20	0.1686883	COAD
X09BR005	False																True	True	True	True	False			True	True																13	0.17318594	BRCA
X16BR012	False																True	True	True	True	False			True	True																20	0.18421036	BRCA
C04OV040	False																True	True	True	True	False			True	True																24	0.13257739	OV
C05CO002	False																True	True	True	True	False			True	True																4	0.13061154	COAD
C3N.00578	False																True	True	True	True	False			False		False															6	0.26253247	LUAD
C3L.00921.T	False																True	True	True	True	False			False		False															6	0.18654522	UCEC
C3N.02145	False																True	True	True	True	False			False		False															6	0.23445351	LUAD
C3L.03681	False																True	True	True	True	False			False		False															6	0.20344347	GBM
C3N.00852	False																True	True	True	True	False			False		False															8	0.22453801	CCRCC
C3L.01606	False																True	True	True	True	False			False		False															6	0.2548919	LSCC
C3N.00579	False																True	True	True	True	False			False		False															6	0.25136563	LUAD
C3N.00559	False																True	True	True	True	False			False		False															6	0.347729	LUAD
C3N.02158	False																True	True	True	True	False			False		False															6	0.218325	LUAD
C3L.00583	False																True	True	True	True	False			False		False															17	0.24939065	CCRCC
C3L.00949.T	False																True	True	True	True	False			False		False															23	0.16862212	UCEC
C3L.01603	False																True	True	True	True	False			False		False															17	0.19968572	CCRCC
C3N.00246	False																True	True	True	True	False			False		False															17	0.22495298	CCRCC
C3L.01352	False																True	True	True	True	False			False		False															17	0.24156108	CCRCC
C3L.01607	False																True	True	True	True	False			False		False															17	0.16348715	CCRCC
C3L.00604	False																True	True	True	True	False			False		False															6	0.14144345	LUAD
C3N.01368	False																True	True	True	True	False			False		False															20	0.1602444	GBM
C3N.01522	False																True	True	True	True	False			False		False															6	0.21594945	CCRCC
C3L.00448	False																True	True	True	True	False			False		False															6	0.22149162	CCRCC
C3N.01416	False																True	True	True	True	False			False		False															6	0.17227848	LUAD
C3L.01836	False																True	True	True	True	False			False		False															6	0.18297979	CCRCC
C3N.00573	False																True	True	True	True	False			False		False															6	0.29685798	CCRCC
C3N.00733	False																True	True	True	True	False			False		False															6	0.21569702	CCRCC
C3L.00610	False																True	True	True	True	False			False		True															17	0.24505258	CCRCC
C3L.01553	False																True	True	True	True	False			False		True															17	0.3529687	CCRCC
C3L.00790	False																True	True	True	True	False			False		True															26	0.26960707	CCRCC
C3L.00800	False																True	True	True	True	False			False		True															28	0.27572292	CCRCC
C3L.00812	False																True	True	True	True	False			False		True															17	0.22615066	CCRCC
MB088_SHH	False																True	True	True	True	False			False		True															9	0.1796316	MEDUL
C3L.00010	False																True	True	True	True	False			False		True															17	0.35922205	CCRCC
C3L.00813	False																True	True	True	True	False			False		True															17	0.3719236	CCRCC
C3L.00799	False																True	True	True	True	False			False		True															17	0.40017444	CCRCC
C3L.00817	False																True	True	True	True	False			False		True															17	0.38019636	CCRCC
C3L.01288	False																True	True	True	True	False			False		True															17	0.45784837	CCRCC
C11CO052	False																True	True	True	True	False			False		True															7	0.24342482	COAD
C3L.01283	False																True	True	True	True	False			False		True															17	0.38100216	CCRCC
C3L.01882	False																True	True	True	True	False			False		True															17	0.2265688	CCRCC
C3L.01246.T	False																True	True	True	True	False			False		True															14	0.24505742	UCEC
C3L.01925.T	False																True	True	True	True	False			False		True															14	0.18306294	UCEC
C3L.00139.T	False																True	True	True	True	False			False		True															20	0.20604904	UCEC
C3N.03076	False																True	True	True	True	False			False		True															27	0.19734982	LSCC
C3L.03968	False																True	True	True	True	False			False		True															20	0.17503746	GBM
C3N.01842	False																True	True	True	True	False			False		True															11	0.17058793	LUAD
C3N.00312	False																True	True	True	True	False			False		True															21	0.17504789	CCRCC
C3N.00314	False																True	True	True	True	False			False		True															26	0.20954327	CCRCC
C3N.00310	False																True	True	True	True	False			False		True															26	0.18543091	CCRCC
C3N.00313	False																True	True	True	True	False			False		True															26	0.15747337	CCRCC
C3L.00097	False																True	True	True	True	False			False		True															20	0.16553526	CCRCC
C3N.01179	False																True	True	True	True	False			False		True															31	0.16265503	CCRCC
C3N.01361	False																True	True	True	True	False			False		True															17	0.18562257	CCRCC
C3L.01557	False																True	True	True	True	False			False		True															17	0.21485789	CCRCC
C3N.01808	False																True	True	True	True	False			False		True															14	0.22492293	CCRCC
MB177_GR4	False																True	True	True	True	False			False		True															14	0.11160686	MEDUL
MB199_GR4	False																True	True	True	True	False			False		True															17	0.16388524	MEDUL
MB288_GR4	False																True	True	True	True	False			False		True															17	0.16273703	MEDUL
C3L.00088	False																True	True	True	True	False			False		True															17	0.24871452	CCRCC
C3N.00834	False																True	True	True	True	False			False		True															8	0.22059351	CCRCC
C3N.00335.T	False																True	True	True	True	True	False																			21	0.37085152	UCEC
C3N.00339.T	False																True	True	True	True	True	False																			21	0.2919583	UCEC
C3N.00321.T	False																True	True	True	True	True	False																			21	0.4509342	UCEC
C3N.00322.T	False																True	True	True	True	True	False																			21	0.38081867	UCEC
C3L.04495.T	False																True	True	True	True	True	False																			21	0.48440906	PDAC
C3N.00709.T	False																True	True	True	True	True	False																			21	0.424792	PDAC
C3N.00306	False																True	True	True	True	True	False																			21	0.3522963	HNSCC
C3N.01012.T	False																True	True	True	True	True	False																			21	0.35769084	PDAC
C3N.00324.T	False																True	True	True	True	True	False																			21	0.34742936	UCEC
C3N.00333.T	False																True	True	True	True	True	False																			21	0.4073099	UCEC
C3N.00334.T	False																True	True	True	True	True	False																			21	0.47253025	UCEC
C3N.00302.T	False																True	True	True	True	True	False																			19	0.22387111	PDAC
C3L.00598.T	False																True	True	True	True	True	False																			21	0.308913	PDAC
C3L.01037.T	False																True	True	True	True	True	False																			21	0.3196842	PDAC
C3L.02604.T	False																True	True	True	True	True	False																			21	0.26338112	PDAC
C3N.00388.T	False																True	True	True	True	True	False																			21	0.207261	UCEC
X11LU022	False																True	True	True	True	True	False																			21	0.23053837	LUAD
C3N.00297	False																True	True	True	True	True	False																			12	0.26379725	HNSCC
X11LU035	False																True	True	True	True	True	False																			12	0.27678233	LUAD
C3N.00379.T	False																True	True	True	True	True	False																			21	0.29764938	UCEC
C3N.00829	False																True	True	True	True	True	False																			21	0.2242509	HNSCC
C3N.00323.T	False																True	True	True	True	True	False																			21	0.25113377	UCEC
C3N.00386.T	False																True	True	True	True	True	False																			21	0.22682421	UCEC
C3N.00828	False																True	True	True	True	True	False																			21	0.28810576	HNSCC
C3N.00847.T	False																True	True	True	True	True	False																			21	0.23954505	UCEC
C3N.00295	False																True	True	True	True	True	False																			21	0.2248655	HNSCC
C3N.00848.T	False																True	True	True	True	True	False																			21	0.23944175	UCEC
X11BR031	False																True	True	True	True	True	True	False																		6	0.11795142	BRCA
X22BR006	False																True	True	True	True	True	True	False																		13	0.23797648	BRCA
X18BR017	False																True	True	True	True	True	True	False																		13	0.1630799	BRCA
X21BR002	False																True	True	True	True	True	True	False																		13	0.23118323	BRCA
X11BR051	False																True	True	True	True	True	True	False																		13	0.32665196	BRCA
X11BR047	False																True	True	True	True	True	True	False																		24	0.26656288	BRCA
X18BR016	False																True	True	True	True	True	True	False																		13	0.28520343	BRCA
C13OV003	False																True	True	True	True	True	True	False																		13	0.16199917	OV
X21BR010	False																True	True	True	True	True	True	False																		13	0.29545447	BRCA
X09BR007	False																True	True	True	True	True	True	False																		13	0.21093869	BRCA
X11BR022	False																True	True	True	True	True	True	False																		13	0.2072382	BRCA
X05BR038	False																True	True	True	True	True	True	False																		24	0.19544005	BRCA
X11BR074	False																True	True	True	True	True	True	False																		21	0.22207482	BRCA
X18BR010	False																True	True	True	True	True	True	False																		24	0.26773039	BRCA
X01BR015	False																True	True	True	True	True	True	False																		24	0.2004596	BRCA
X18BR007	False																True	True	True	True	True	True	False																		26	0.21042982	BRCA
X05BR004	False																True	True	True	True	True	True	False																		13	0.2845084	BRCA
X11BR040	False																True	True	True	True	True	True	False																		13	0.26863033	BRCA
X03BR002	False																True	True	True	True	True	True	False																		13	0.3305555	BRCA
X03BR004	False																True	True	True	True	True	True	False																		13	0.28313765	BRCA
C3L.00510	False																True	True	True	True	True	True	False																		21	0.27560365	LUAD
C3N.00383.T	False																True	True	True	True	True	True	False																		32	0.21837746	UCEC
C3N.00494	False																True	True	True	True	True	True	False																		21	0.25283432	CCRCC
C3L.01307.T	False																True	True	True	True	True	True	True																		16	0.18475726	UCEC
X11BR010	False																True	True	True	True	True	True	True																		16	0.26174197	BRCA
X11BR060	False																True	True	True	True	True	True	True																		16	0.2514707	BRCA
X11BR058	False																True	True	True	True	True	True	True																		16	0.286792	BRCA
X20BR008	False																True	True	True	True	True	True	True																		16	0.26260927	BRCA
X11BR059	False																True	True	True	True	True	True	True																		16	0.2716823	BRCA
X01BR010	False																True	True	True	True	True	True	True																		16	0.3991362	BRCA
X05BR044	False																True	True	True	True	True	True	True																		16	0.3751711	BRCA
X11BR042	False																True	True	True	True	True	True	True																		16	0.42200077	BRCA
C05CO034	False																True	True	True	True	True	True	True																		19	0.12260104	COAD
C16CO002	False																True	True	True	True	True	True	True																		13	0.21868317	COAD
C01CO019	False																True	True	True	True	True	True	True																		26	0.15494013	COAD
C06CO001	False																True	True	True	True	True	True	True																		26	0.25907403	COAD
C11CO042	False																True	True	True	True	True	True	True																		4	0.22931221	COAD
C11CO079	False																True	True	True	True	True	True	True																		4	0.213687	COAD
C11CO072	False																True	True	True	True	True	True	True																		4	0.20720547	COAD
C05CO047	False																True	True	True	True	True	True	True																		13	0.1960145	COAD
C16CO011	False																True	True	True	True	True	True	True																		4	0.19308734	COAD
C11CO058	False																True	True	True	True	True	True	True																		4	0.265572	COAD
C14CO005	False																True	True	True	True	True	True	True																		4	0.29109696	COAD
C05CO037	False																True	True	True	True	True	True	True																		4	0.3472326	COAD
C27CO004	False																True	True	True	True	True	True	True																		4	0.461327	COAD
C01CO015	False																True	True	True	True	True	True	True																		4	0.24877082	COAD
C05CO032	False																True	True	True	True	True	True	True																		4	0.3295931	COAD
C09CO015	False																True	True	True	True	True	True	True																		4	0.27243128	COAD
C05CO048	False																True	True	True	True	True	True	True																		4	0.31211302	COAD
C09CO014	False																True	True	True	True	True	True	True																		4	0.30172968	COAD
C05CO020	False																True	True	True	True	True	True	True																		4	0.35534978	COAD
C09CO008	False																True	True	True	True	True	True	True																		4	0.43357193	COAD
C01CO006	False																True	True	True	True	True	True	True																		4	0.3600509	COAD
C05CO049	False																True	True	True	True	True	True	True																		4	0.4035401	COAD
C3L.00622.T	False																False														False									True	3	0.5255833	PDAC
C3N.01165.T	False																False														False									True	3	0.5670767	PDAC
C3N.01168.T	False																False														False									True	3	0.45153746	PDAC
C3L.01036.T	False																False														False									True	3	0.32263094	PDAC
C3N.02940.T	False																False														False									True	2	0.29789898	PDAC
C3N.03878	False																False														False									True	3	0.34918526	HNSCC
C3N.03889	False																False														False									True	3	0.36928844	HNSCC
C3L.00928.T	False																False														False									True	3	0.48287544	PDAC
C3L.02606.T	False																False														False									True	3	0.46945912	PDAC
C3L.00102.T	False																False														False									True	3	0.4312963	PDAC
C3L.01249.T	False																False														False									True	3	0.37146744	UCEC
C3L.02621	False																False														False									True	3	0.4226947	HNSCC
C3N.03457	False																False														False									True	3	0.3365939	HNSCC
C3L.00401.T	False																False														False									True	3	0.5047864	PDAC
C3L.00640.T	False																False														False									True	3	0.57510185	PDAC
C3L.01328.T	False																False														False									True	3	0.52305454	PDAC
C3N.01716.T	False																False														False									True	3	0.5726441	PDAC
C3L.02701.T	False																False														False									True	3	0.53772193	PDAC
C3L.01598.T	False																False														False									True	3	0.56077117	PDAC
C3N.00436.T	False																False														False									True	3	0.6672111	PDAC
C3L.01689.T	False																False														False									True	3	0.49003515	PDAC
C3L.04853.T	False																False														False									True	3	0.5605826	PDAC
X18BR019	False																False														False									False	2	0.33520615	BRCA
X20BR001	False																False														False									False	2	0.35298076	BRCA
X11BR054	False																False														False									False	2	0.32967693	BRCA
X18BR004	False																False														False									False	2	0.3385023	BRCA
X11BR049	False																False														False									False	2	0.34298807	BRCA
X11BR075	False																False														False									False	2	0.3531244	BRCA
C3N.02768.T	False																False														False									False	2	0.40051177	PDAC
C3N.04284.T	False																False														False									False	2	0.4021966	PDAC
C3N.01166.T	False																False														False									False	2	0.51494175	PDAC
C3L.01053.T	False																False														False									False	2	0.5620951	PDAC
C3L.01052.T	False																False														False									False	2	0.6701505	PDAC
C3L.01662.T	False																False														False									False	2	0.6311605	PDAC
C3N.00513.T	False																False														False									False	2	0.6793066	PDAC
